agency_cd,site_no,date,discharge
USGS,5552500,11/17/1947,1300
USGS,5552500,11/18/1947,1210
USGS,5552500,11/19/1947,1130
USGS,5552500,11/20/1947,1050
USGS,5552500,11/21/1947,1050
USGS,5552500,11/22/1947,1050
USGS,5552500,11/23/1947,1010
USGS,5552500,11/24/1947,1050
USGS,5552500,11/25/1947,1130
USGS,5552500,11/26/1947,1050
USGS,5552500,11/27/1947,972
USGS,5552500,11/28/1947,934
USGS,5552500,11/29/1947,897
USGS,5552500,11/30/1947,584
USGS,5552500,12/1/1947,558
USGS,5552500,12/2/1947,1130
USGS,5552500,12/3/1947,1210
USGS,5552500,12/4/1947,1300
USGS,5552500,12/5/1947,1780
USGS,5552500,12/6/1947,2090
USGS,5552500,12/7/1947,1980
USGS,5552500,12/8/1947,2090
USGS,5552500,12/9/1947,1880
USGS,5552500,12/10/1947,1680
USGS,5552500,12/11/1947,1580
USGS,5552500,12/12/1947,1480
USGS,5552500,12/13/1947,1480
USGS,5552500,12/14/1947,1480
USGS,5552500,12/15/1947,1480
USGS,5552500,12/16/1947,1210
USGS,5552500,12/17/1947,1130
USGS,5552500,12/18/1947,1390
USGS,5552500,12/19/1947,1300
USGS,5552500,12/20/1947,1210
USGS,5552500,12/21/1947,1050
USGS,5552500,12/22/1947,1130
USGS,5552500,12/23/1947,1210
USGS,5552500,12/24/1947,1130
USGS,5552500,12/25/1947,1010
USGS,5552500,12/26/1947,788
USGS,5552500,12/27/1947,897
USGS,5552500,12/28/1947,824
USGS,5552500,12/29/1947,558
USGS,5552500,12/30/1947,651
USGS,5552500,12/31/1947,788
USGS,5552500,1/1/1948,596
USGS,5552500,1/2/1948,501
USGS,5552500,1/3/1948,501
USGS,5552500,1/4/1948,788
USGS,5552500,1/5/1948,718
USGS,5552500,1/6/1948,651
USGS,5552500,1/7/1948,558
USGS,5552500,1/8/1948,530
USGS,5552500,1/9/1948,753
USGS,5552500,1/10/1948,421
USGS,5552500,1/11/1948,651
USGS,5552500,1/12/1948,501
USGS,5552500,1/13/1948,530
USGS,5552500,1/14/1948,322
USGS,5552500,1/15/1948,350
USGS,5552500,1/16/1948,380
USGS,5552500,1/17/1948,400
USGS,5552500,1/18/1948,390
USGS,5552500,1/19/1948,370
USGS,5552500,1/20/1948,420
USGS,5552500,1/21/1948,450
USGS,5552500,1/22/1948,450
USGS,5552500,1/23/1948,440
USGS,5552500,1/24/1948,420
USGS,5552500,1/25/1948,410
USGS,5552500,1/26/1948,400
USGS,5552500,1/27/1948,410
USGS,5552500,1/28/1948,430
USGS,5552500,1/29/1948,440
USGS,5552500,1/30/1948,480
USGS,5552500,1/31/1948,550
USGS,5552500,2/1/1948,500
USGS,5552500,2/2/1948,480
USGS,5552500,2/3/1948,470
USGS,5552500,2/4/1948,450
USGS,5552500,2/5/1948,450
USGS,5552500,2/6/1948,440
USGS,5552500,2/7/1948,440
USGS,5552500,2/8/1948,440
USGS,5552500,2/9/1948,430
USGS,5552500,2/10/1948,420
USGS,5552500,2/11/1948,450
USGS,5552500,2/12/1948,500
USGS,5552500,2/13/1948,500
USGS,5552500,2/14/1948,550
USGS,5552500,2/15/1948,718
USGS,5552500,2/16/1948,934
USGS,5552500,2/17/1948,2970
USGS,5552500,2/18/1948,6450
USGS,5552500,2/19/1948,5010
USGS,5552500,2/20/1948,2320
USGS,5552500,2/21/1948,1390
USGS,5552500,2/22/1948,1300
USGS,5552500,2/23/1948,1130
USGS,5552500,2/24/1948,1390
USGS,5552500,2/25/1948,1300
USGS,5552500,2/26/1948,1390
USGS,5552500,2/27/1948,3800
USGS,5552500,2/28/1948,9900
USGS,5552500,2/29/1948,6450
USGS,5552500,3/1/1948,3520
USGS,5552500,3/2/1948,2960
USGS,5552500,3/3/1948,2320
USGS,5552500,3/4/1948,2440
USGS,5552500,3/5/1948,2440
USGS,5552500,3/6/1948,3100
USGS,5552500,3/7/1948,3240
USGS,5552500,3/8/1948,2960
USGS,5552500,3/9/1948,2830
USGS,5552500,3/10/1948,2320
USGS,5552500,3/11/1948,2090
USGS,5552500,3/12/1948,2090
USGS,5552500,3/13/1948,2320
USGS,5552500,3/14/1948,4520
USGS,5552500,3/15/1948,9200
USGS,5552500,3/16/1948,13400
USGS,5552500,3/17/1948,8310
USGS,5552500,3/18/1948,5490
USGS,5552500,3/19/1948,24200
USGS,5552500,3/20/1948,20000
USGS,5552500,3/21/1948,9900
USGS,5552500,3/22/1948,8990
USGS,5552500,3/23/1948,7970
USGS,5552500,3/24/1948,7460
USGS,5552500,3/25/1948,7120
USGS,5552500,3/26/1948,6780
USGS,5552500,3/27/1948,6610
USGS,5552500,3/28/1948,6450
USGS,5552500,3/29/1948,6130
USGS,5552500,3/30/1948,5650
USGS,5552500,3/31/1948,5650
USGS,5552500,4/1/1948,5810
USGS,5552500,4/2/1948,5490
USGS,5552500,4/3/1948,5010
USGS,5552500,4/4/1948,4700
USGS,5552500,4/5/1948,4400
USGS,5552500,4/6/1948,4250
USGS,5552500,4/7/1948,4250
USGS,5552500,4/8/1948,4250
USGS,5552500,4/9/1948,3660
USGS,5552500,4/10/1948,3380
USGS,5552500,4/11/1948,3100
USGS,5552500,4/12/1948,2960
USGS,5552500,4/13/1948,2830
USGS,5552500,4/14/1948,2700
USGS,5552500,4/15/1948,2440
USGS,5552500,4/16/1948,2200
USGS,5552500,4/17/1948,1980
USGS,5552500,4/18/1948,1780
USGS,5552500,4/19/1948,1680
USGS,5552500,4/20/1948,1580
USGS,5552500,4/21/1948,1390
USGS,5552500,4/22/1948,1390
USGS,5552500,4/23/1948,1390
USGS,5552500,4/24/1948,1480
USGS,5552500,4/25/1948,1390
USGS,5552500,4/26/1948,1300
USGS,5552500,4/27/1948,1300
USGS,5552500,4/28/1948,1300
USGS,5552500,4/29/1948,1300
USGS,5552500,4/30/1948,1210
USGS,5552500,5/1/1948,1390
USGS,5552500,5/2/1948,1390
USGS,5552500,5/3/1948,1480
USGS,5552500,5/4/1948,1580
USGS,5552500,5/5/1948,1480
USGS,5552500,5/6/1948,1480
USGS,5552500,5/7/1948,1880
USGS,5552500,5/8/1948,2320
USGS,5552500,5/9/1948,2090
USGS,5552500,5/10/1948,2440
USGS,5552500,5/11/1948,4700
USGS,5552500,5/12/1948,4400
USGS,5552500,5/13/1948,4700
USGS,5552500,5/14/1948,4700
USGS,5552500,5/15/1948,5010
USGS,5552500,5/16/1948,5650
USGS,5552500,5/17/1948,5010
USGS,5552500,5/18/1948,4550
USGS,5552500,5/19/1948,4250
USGS,5552500,5/20/1948,3950
USGS,5552500,5/21/1948,3800
USGS,5552500,5/22/1948,3520
USGS,5552500,5/23/1948,3380
USGS,5552500,5/24/1948,3100
USGS,5552500,5/25/1948,2830
USGS,5552500,5/26/1948,2700
USGS,5552500,5/27/1948,2320
USGS,5552500,5/28/1948,2090
USGS,5552500,5/29/1948,1880
USGS,5552500,5/30/1948,1480
USGS,5552500,5/31/1948,934
USGS,5552500,6/1/1948,1010
USGS,5552500,6/2/1948,934
USGS,5552500,6/3/1948,897
USGS,5552500,6/4/1948,824
USGS,5552500,6/5/1948,788
USGS,5552500,6/6/1948,788
USGS,5552500,6/7/1948,860
USGS,5552500,6/8/1948,824
USGS,5552500,6/9/1948,718
USGS,5552500,6/10/1948,651
USGS,5552500,6/11/1948,501
USGS,5552500,6/12/1948,501
USGS,5552500,6/13/1948,718
USGS,5552500,6/14/1948,753
USGS,5552500,6/15/1948,683
USGS,5552500,6/16/1948,530
USGS,5552500,6/17/1948,588
USGS,5552500,6/18/1948,530
USGS,5552500,6/19/1948,530
USGS,5552500,6/20/1948,530
USGS,5552500,6/21/1948,530
USGS,5552500,6/22/1948,651
USGS,5552500,6/23/1948,1130
USGS,5552500,6/24/1948,1130
USGS,5552500,6/25/1948,972
USGS,5552500,6/26/1948,753
USGS,5552500,6/27/1948,619
USGS,5552500,6/28/1948,1010
USGS,5552500,6/29/1948,1480
USGS,5552500,6/30/1948,1480
USGS,5552500,7/1/1948,1010
USGS,5552500,7/2/1948,897
USGS,5552500,7/3/1948,824
USGS,5552500,7/4/1948,718
USGS,5552500,7/5/1948,651
USGS,5552500,7/6/1948,683
USGS,5552500,7/7/1948,588
USGS,5552500,7/8/1948,530
USGS,5552500,7/9/1948,530
USGS,5552500,7/10/1948,530
USGS,5552500,7/11/1948,530
USGS,5552500,7/12/1948,501
USGS,5552500,7/13/1948,474
USGS,5552500,7/14/1948,558
USGS,5552500,7/15/1948,619
USGS,5552500,7/16/1948,530
USGS,5552500,7/17/1948,446
USGS,5552500,7/18/1948,421
USGS,5552500,7/19/1948,349
USGS,5552500,7/20/1948,287
USGS,5552500,7/21/1948,814
USGS,5552500,7/22/1948,1480
USGS,5552500,7/23/1948,972
USGS,5552500,7/24/1948,718
USGS,5552500,7/25/1948,474
USGS,5552500,7/26/1948,897
USGS,5552500,7/27/1948,824
USGS,5552500,7/28/1948,474
USGS,5552500,7/29/1948,421
USGS,5552500,7/30/1948,269
USGS,5552500,7/31/1948,328
USGS,5552500,8/1/1948,349
USGS,5552500,8/2/1948,307
USGS,5552500,8/3/1948,288
USGS,5552500,8/4/1948,288
USGS,5552500,8/5/1948,288
USGS,5552500,8/6/1948,307
USGS,5552500,8/7/1948,307
USGS,5552500,8/8/1948,269
USGS,5552500,8/9/1948,269
USGS,5552500,8/10/1948,288
USGS,5552500,8/11/1948,251
USGS,5552500,8/12/1948,269
USGS,5552500,8/13/1948,288
USGS,5552500,8/14/1948,269
USGS,5552500,8/15/1948,269
USGS,5552500,8/16/1948,233
USGS,5552500,8/17/1948,452
USGS,5552500,8/18/1948,1760
USGS,5552500,8/19/1948,651
USGS,5552500,8/20/1948,421
USGS,5552500,8/21/1948,372
USGS,5552500,8/22/1948,328
USGS,5552500,8/23/1948,307
USGS,5552500,8/24/1948,307
USGS,5552500,8/25/1948,240
USGS,5552500,8/26/1948,269
USGS,5552500,8/27/1948,213
USGS,5552500,8/28/1948,268
USGS,5552500,8/29/1948,180
USGS,5552500,8/30/1948,328
USGS,5552500,8/31/1948,269
USGS,5552500,9/1/1948,281
USGS,5552500,9/2/1948,214
USGS,5552500,9/3/1948,269
USGS,5552500,9/4/1948,240
USGS,5552500,9/5/1948,304
USGS,5552500,9/6/1948,214
USGS,5552500,9/7/1948,267
USGS,5552500,9/8/1948,317
USGS,5552500,9/9/1948,430
USGS,5552500,9/10/1948,421
USGS,5552500,9/11/1948,288
USGS,5552500,9/12/1948,288
USGS,5552500,9/13/1948,269
USGS,5552500,9/14/1948,233
USGS,5552500,9/15/1948,189
USGS,5552500,9/16/1948,214
USGS,5552500,9/17/1948,215
USGS,5552500,9/18/1948,192
USGS,5552500,9/19/1948,169
USGS,5552500,9/20/1948,218
USGS,5552500,9/21/1948,238
USGS,5552500,9/22/1948,251
USGS,5552500,9/23/1948,188
USGS,5552500,9/24/1948,224
USGS,5552500,9/25/1948,291
USGS,5552500,9/26/1948,307
USGS,5552500,9/27/1948,453
USGS,5552500,9/28/1948,349
USGS,5552500,9/29/1948,372
USGS,5552500,9/30/1948,349
USGS,5552500,10/1/1948,308
USGS,5552500,10/2/1948,323
USGS,5552500,10/3/1948,288
USGS,5552500,10/4/1948,250
USGS,5552500,10/5/1948,203
USGS,5552500,10/6/1948,191
USGS,5552500,10/7/1948,244
USGS,5552500,10/8/1948,251
USGS,5552500,10/9/1948,269
USGS,5552500,10/10/1948,269
USGS,5552500,10/11/1948,227
USGS,5552500,10/12/1948,252
USGS,5552500,10/13/1948,218
USGS,5552500,10/14/1948,284
USGS,5552500,10/15/1948,203
USGS,5552500,10/16/1948,179
USGS,5552500,10/17/1948,182
USGS,5552500,10/18/1948,242
USGS,5552500,10/19/1948,244
USGS,5552500,10/20/1948,270
USGS,5552500,10/21/1948,309
USGS,5552500,10/22/1948,201
USGS,5552500,10/23/1948,298
USGS,5552500,10/24/1948,224
USGS,5552500,10/25/1948,285
USGS,5552500,10/26/1948,279
USGS,5552500,10/27/1948,274
USGS,5552500,10/28/1948,299
USGS,5552500,10/29/1948,213
USGS,5552500,10/30/1948,233
USGS,5552500,10/31/1948,274
USGS,5552500,11/1/1948,314
USGS,5552500,11/2/1948,253
USGS,5552500,11/3/1948,310
USGS,5552500,11/4/1948,355
USGS,5552500,11/5/1948,353
USGS,5552500,11/6/1948,379
USGS,5552500,11/7/1948,312
USGS,5552500,11/8/1948,373
USGS,5552500,11/9/1948,360
USGS,5552500,11/10/1948,363
USGS,5552500,11/11/1948,446
USGS,5552500,11/12/1948,426
USGS,5552500,11/13/1948,428
USGS,5552500,11/14/1948,379
USGS,5552500,11/15/1948,501
USGS,5552500,11/16/1948,469
USGS,5552500,11/17/1948,518
USGS,5552500,11/18/1948,526
USGS,5552500,11/19/1948,436
USGS,5552500,11/20/1948,565
USGS,5552500,11/21/1948,653
USGS,5552500,11/22/1948,755
USGS,5552500,11/23/1948,860
USGS,5552500,11/24/1948,788
USGS,5552500,11/25/1948,718
USGS,5552500,11/26/1948,683
USGS,5552500,11/27/1948,651
USGS,5552500,11/28/1948,718
USGS,5552500,11/29/1948,619
USGS,5552500,11/30/1948,651
USGS,5552500,12/1/1948,651
USGS,5552500,12/2/1948,683
USGS,5552500,12/3/1948,619
USGS,5552500,12/4/1948,619
USGS,5552500,12/5/1948,558
USGS,5552500,12/6/1948,536
USGS,5552500,12/7/1948,529
USGS,5552500,12/8/1948,558
USGS,5552500,12/9/1948,558
USGS,5552500,12/10/1948,466
USGS,5552500,12/11/1948,367
USGS,5552500,12/12/1948,552
USGS,5552500,12/13/1948,619
USGS,5552500,12/14/1948,541
USGS,5552500,12/15/1948,753
USGS,5552500,12/16/1948,824
USGS,5552500,12/17/1948,753
USGS,5552500,12/18/1948,558
USGS,5552500,12/19/1948,531
USGS,5552500,12/20/1948,588
USGS,5552500,12/21/1948,588
USGS,5552500,12/22/1948,558
USGS,5552500,12/23/1948,459
USGS,5552500,12/24/1948,362
USGS,5552500,12/25/1948,388
USGS,5552500,12/26/1948,347
USGS,5552500,12/27/1948,343
USGS,5552500,12/28/1948,470
USGS,5552500,12/29/1948,1300
USGS,5552500,12/30/1948,1300
USGS,5552500,12/31/1948,1130
USGS,5552500,1/1/1949,860
USGS,5552500,1/2/1949,897
USGS,5552500,1/3/1949,860
USGS,5552500,1/4/1949,1410
USGS,5552500,1/5/1949,2440
USGS,5552500,1/6/1949,2690
USGS,5552500,1/7/1949,1880
USGS,5552500,1/8/1949,1580
USGS,5552500,1/9/1949,1390
USGS,5552500,1/10/1949,1390
USGS,5552500,1/11/1949,1390
USGS,5552500,1/12/1949,1130
USGS,5552500,1/13/1949,1010
USGS,5552500,1/14/1949,1130
USGS,5552500,1/15/1949,1480
USGS,5552500,1/16/1949,1980
USGS,5552500,1/17/1949,1980
USGS,5552500,1/18/1949,1300
USGS,5552500,1/19/1949,1390
USGS,5552500,1/20/1949,934
USGS,5552500,1/21/1949,1050
USGS,5552500,1/22/1949,1210
USGS,5552500,1/23/1949,1050
USGS,5552500,1/24/1949,2430
USGS,5552500,1/25/1949,2700
USGS,5552500,1/26/1949,2320
USGS,5552500,1/27/1949,1680
USGS,5552500,1/28/1949,4210
USGS,5552500,1/29/1949,3320
USGS,5552500,1/30/1949,1780
USGS,5552500,1/31/1949,1680
USGS,5552500,2/1/1949,1780
USGS,5552500,2/2/1949,1480
USGS,5552500,2/3/1949,1300
USGS,5552500,2/4/1949,1130
USGS,5552500,2/5/1949,1010
USGS,5552500,2/6/1949,897
USGS,5552500,2/7/1949,788
USGS,5552500,2/8/1949,788
USGS,5552500,2/9/1949,1010
USGS,5552500,2/10/1949,972
USGS,5552500,2/11/1949,897
USGS,5552500,2/12/1949,1020
USGS,5552500,2/13/1949,9480
USGS,5552500,2/14/1949,9190
USGS,5552500,2/15/1949,4140
USGS,5552500,2/16/1949,3100
USGS,5552500,2/17/1949,2570
USGS,5552500,2/18/1949,3980
USGS,5552500,2/19/1949,7610
USGS,5552500,2/20/1949,8050
USGS,5552500,2/21/1949,5130
USGS,5552500,2/22/1949,4850
USGS,5552500,2/23/1949,3950
USGS,5552500,2/24/1949,5230
USGS,5552500,2/25/1949,9470
USGS,5552500,2/26/1949,5190
USGS,5552500,2/27/1949,4250
USGS,5552500,2/28/1949,3660
USGS,5552500,3/1/1949,3240
USGS,5552500,3/2/1949,3520
USGS,5552500,3/3/1949,3520
USGS,5552500,3/4/1949,3380
USGS,5552500,3/5/1949,3380
USGS,5552500,3/6/1949,3520
USGS,5552500,3/7/1949,3380
USGS,5552500,3/8/1949,3100
USGS,5552500,3/9/1949,3240
USGS,5552500,3/10/1949,3520
USGS,5552500,3/11/1949,3380
USGS,5552500,3/12/1949,3100
USGS,5552500,3/13/1949,3100
USGS,5552500,3/14/1949,2830
USGS,5552500,3/15/1949,2830
USGS,5552500,3/16/1949,2570
USGS,5552500,3/17/1949,2440
USGS,5552500,3/18/1949,2200
USGS,5552500,3/19/1949,2090
USGS,5552500,3/20/1949,1880
USGS,5552500,3/21/1949,1680
USGS,5552500,3/22/1949,1680
USGS,5552500,3/23/1949,1880
USGS,5552500,3/24/1949,1780
USGS,5552500,3/25/1949,1680
USGS,5552500,3/26/1949,1680
USGS,5552500,3/27/1949,1880
USGS,5552500,3/28/1949,1880
USGS,5552500,3/29/1949,1880
USGS,5552500,3/30/1949,1780
USGS,5552500,3/31/1949,2840
USGS,5552500,4/1/1949,3800
USGS,5552500,4/2/1949,3240
USGS,5552500,4/3/1949,2830
USGS,5552500,4/4/1949,2570
USGS,5552500,4/5/1949,2320
USGS,5552500,4/6/1949,2200
USGS,5552500,4/7/1949,2090
USGS,5552500,4/8/1949,1980
USGS,5552500,4/9/1949,1880
USGS,5552500,4/10/1949,1680
USGS,5552500,4/11/1949,1680
USGS,5552500,4/12/1949,1680
USGS,5552500,4/13/1949,1580
USGS,5552500,4/14/1949,1480
USGS,5552500,4/15/1949,1580
USGS,5552500,4/16/1949,1680
USGS,5552500,4/17/1949,1780
USGS,5552500,4/18/1949,1880
USGS,5552500,4/19/1949,1780
USGS,5552500,4/20/1949,1480
USGS,5552500,4/21/1949,1300
USGS,5552500,4/22/1949,1300
USGS,5552500,4/23/1949,1210
USGS,5552500,4/24/1949,1050
USGS,5552500,4/25/1949,1010
USGS,5552500,4/26/1949,1130
USGS,5552500,4/27/1949,1050
USGS,5552500,4/28/1949,1050
USGS,5552500,4/29/1949,1130
USGS,5552500,4/30/1949,1130
USGS,5552500,5/1/1949,1050
USGS,5552500,5/2/1949,1050
USGS,5552500,5/3/1949,1010
USGS,5552500,5/4/1949,860
USGS,5552500,5/5/1949,824
USGS,5552500,5/6/1949,860
USGS,5552500,5/7/1949,824
USGS,5552500,5/8/1949,824
USGS,5552500,5/9/1949,824
USGS,5552500,5/10/1949,860
USGS,5552500,5/11/1949,753
USGS,5552500,5/12/1949,788
USGS,5552500,5/13/1949,619
USGS,5552500,5/14/1949,558
USGS,5552500,5/15/1949,545
USGS,5552500,5/16/1949,434
USGS,5552500,5/17/1949,443
USGS,5552500,5/18/1949,432
USGS,5552500,5/19/1949,534
USGS,5552500,5/20/1949,619
USGS,5552500,5/21/1949,753
USGS,5552500,5/22/1949,753
USGS,5552500,5/23/1949,509
USGS,5552500,5/24/1949,651
USGS,5552500,5/25/1949,530
USGS,5552500,5/26/1949,1040
USGS,5552500,5/27/1949,1210
USGS,5552500,5/28/1949,583
USGS,5552500,5/29/1949,410
USGS,5552500,5/30/1949,474
USGS,5552500,5/31/1949,422
USGS,5552500,6/1/1949,350
USGS,5552500,6/2/1949,402
USGS,5552500,6/3/1949,392
USGS,5552500,6/4/1949,474
USGS,5552500,6/5/1949,420
USGS,5552500,6/6/1949,415
USGS,5552500,6/7/1949,360
USGS,5552500,6/8/1949,313
USGS,5552500,6/9/1949,328
USGS,5552500,6/10/1949,328
USGS,5552500,6/11/1949,322
USGS,5552500,6/12/1949,305
USGS,5552500,6/13/1949,295
USGS,5552500,6/14/1949,248
USGS,5552500,6/15/1949,1420
USGS,5552500,6/16/1949,3340
USGS,5552500,6/17/1949,2090
USGS,5552500,6/18/1949,1680
USGS,5552500,6/19/1949,1480
USGS,5552500,6/20/1949,1300
USGS,5552500,6/21/1949,1130
USGS,5552500,6/22/1949,972
USGS,5552500,6/23/1949,824
USGS,5552500,6/24/1949,788
USGS,5552500,6/25/1949,788
USGS,5552500,6/26/1949,881
USGS,5552500,6/27/1949,824
USGS,5552500,6/28/1949,824
USGS,5552500,6/29/1949,718
USGS,5552500,6/30/1949,683
USGS,5552500,7/1/1949,683
USGS,5552500,7/2/1949,651
USGS,5552500,7/3/1949,486
USGS,5552500,7/4/1949,465
USGS,5552500,7/5/1949,422
USGS,5552500,7/6/1949,558
USGS,5552500,7/7/1949,1420
USGS,5552500,7/8/1949,1300
USGS,5552500,7/9/1949,1050
USGS,5552500,7/10/1949,972
USGS,5552500,7/11/1949,824
USGS,5552500,7/12/1949,683
USGS,5552500,7/13/1949,683
USGS,5552500,7/14/1949,482
USGS,5552500,7/15/1949,474
USGS,5552500,7/16/1949,619
USGS,5552500,7/17/1949,519
USGS,5552500,7/18/1949,460
USGS,5552500,7/19/1949,431
USGS,5552500,7/20/1949,424
USGS,5552500,7/21/1949,409
USGS,5552500,7/22/1949,651
USGS,5552500,7/23/1949,651
USGS,5552500,7/24/1949,558
USGS,5552500,7/25/1949,366
USGS,5552500,7/26/1949,474
USGS,5552500,7/27/1949,371
USGS,5552500,7/28/1949,392
USGS,5552500,7/29/1949,437
USGS,5552500,7/30/1949,501
USGS,5552500,7/31/1949,651
USGS,5552500,8/1/1949,651
USGS,5552500,8/2/1949,588
USGS,5552500,8/3/1949,532
USGS,5552500,8/4/1949,502
USGS,5552500,8/5/1949,428
USGS,5552500,8/6/1949,431
USGS,5552500,8/7/1949,421
USGS,5552500,8/8/1949,345
USGS,5552500,8/9/1949,345
USGS,5552500,8/10/1949,307
USGS,5552500,8/11/1949,418
USGS,5552500,8/12/1949,482
USGS,5552500,8/13/1949,360
USGS,5552500,8/14/1949,323
USGS,5552500,8/15/1949,294
USGS,5552500,8/16/1949,301
USGS,5552500,8/17/1949,388
USGS,5552500,8/18/1949,318
USGS,5552500,8/19/1949,356
USGS,5552500,8/20/1949,328
USGS,5552500,8/21/1949,307
USGS,5552500,8/22/1949,307
USGS,5552500,8/23/1949,251
USGS,5552500,8/24/1949,251
USGS,5552500,8/25/1949,251
USGS,5552500,8/26/1949,253
USGS,5552500,8/27/1949,278
USGS,5552500,8/28/1949,257
USGS,5552500,8/29/1949,224
USGS,5552500,8/30/1949,268
USGS,5552500,8/31/1949,229
USGS,5552500,9/1/1949,217
USGS,5552500,9/2/1949,217
USGS,5552500,9/3/1949,223
USGS,5552500,9/4/1949,236
USGS,5552500,9/5/1949,462
USGS,5552500,9/6/1949,303
USGS,5552500,9/7/1949,215
USGS,5552500,9/8/1949,205
USGS,5552500,9/9/1949,173
USGS,5552500,9/10/1949,179
USGS,5552500,9/11/1949,201
USGS,5552500,9/12/1949,247
USGS,5552500,9/13/1949,256
USGS,5552500,9/14/1949,315
USGS,5552500,9/15/1949,295
USGS,5552500,9/16/1949,301
USGS,5552500,9/17/1949,266
USGS,5552500,9/18/1949,266
USGS,5552500,9/19/1949,275
USGS,5552500,9/20/1949,221
USGS,5552500,9/21/1949,161
USGS,5552500,9/22/1949,181
USGS,5552500,9/23/1949,225
USGS,5552500,9/24/1949,213
USGS,5552500,9/25/1949,238
USGS,5552500,9/26/1949,222
USGS,5552500,9/27/1949,258
USGS,5552500,9/28/1949,210
USGS,5552500,9/29/1949,203
USGS,5552500,9/30/1949,199
USGS,5552500,10/1/1949,205
USGS,5552500,10/2/1949,200
USGS,5552500,10/3/1949,240
USGS,5552500,10/4/1949,292
USGS,5552500,10/5/1949,261
USGS,5552500,10/6/1949,285
USGS,5552500,10/7/1949,384
USGS,5552500,10/8/1949,383
USGS,5552500,10/9/1949,328
USGS,5552500,10/10/1949,272
USGS,5552500,10/11/1949,305
USGS,5552500,10/12/1949,313
USGS,5552500,10/13/1949,305
USGS,5552500,10/14/1949,275
USGS,5552500,10/15/1949,266
USGS,5552500,10/16/1949,257
USGS,5552500,10/17/1949,245
USGS,5552500,10/18/1949,271
USGS,5552500,10/19/1949,287
USGS,5552500,10/20/1949,271
USGS,5552500,10/21/1949,340
USGS,5552500,10/22/1949,315
USGS,5552500,10/23/1949,327
USGS,5552500,10/24/1949,372
USGS,5552500,10/25/1949,277
USGS,5552500,10/26/1949,293
USGS,5552500,10/27/1949,238
USGS,5552500,10/28/1949,294
USGS,5552500,10/29/1949,355
USGS,5552500,10/30/1949,310
USGS,5552500,10/31/1949,288
USGS,5552500,11/1/1949,256
USGS,5552500,11/2/1949,340
USGS,5552500,11/3/1949,276
USGS,5552500,11/4/1949,296
USGS,5552500,11/5/1949,157
USGS,5552500,11/6/1949,358
USGS,5552500,11/7/1949,275
USGS,5552500,11/8/1949,292
USGS,5552500,11/9/1949,299
USGS,5552500,11/10/1949,322
USGS,5552500,11/11/1949,305
USGS,5552500,11/12/1949,288
USGS,5552500,11/13/1949,322
USGS,5552500,11/14/1949,322
USGS,5552500,11/15/1949,235
USGS,5552500,11/16/1949,328
USGS,5552500,11/17/1949,271
USGS,5552500,11/18/1949,327
USGS,5552500,11/19/1949,372
USGS,5552500,11/20/1949,396
USGS,5552500,11/21/1949,396
USGS,5552500,11/22/1949,396
USGS,5552500,11/23/1949,396
USGS,5552500,11/24/1949,396
USGS,5552500,11/25/1949,446
USGS,5552500,11/26/1949,421
USGS,5552500,11/27/1949,396
USGS,5552500,11/28/1949,396
USGS,5552500,11/29/1949,421
USGS,5552500,11/30/1949,446
USGS,5552500,12/1/1949,446
USGS,5552500,12/2/1949,446
USGS,5552500,12/3/1949,421
USGS,5552500,12/4/1949,421
USGS,5552500,12/5/1949,396
USGS,5552500,12/6/1949,372
USGS,5552500,12/7/1949,372
USGS,5552500,12/8/1949,396
USGS,5552500,12/9/1949,256
USGS,5552500,12/10/1949,331
USGS,5552500,12/11/1949,588
USGS,5552500,12/12/1949,558
USGS,5552500,12/13/1949,501
USGS,5552500,12/14/1949,278
USGS,5552500,12/15/1949,333
USGS,5552500,12/16/1949,351
USGS,5552500,12/17/1949,421
USGS,5552500,12/18/1949,651
USGS,5552500,12/19/1949,619
USGS,5552500,12/20/1949,558
USGS,5552500,12/21/1949,1300
USGS,5552500,12/22/1949,1880
USGS,5552500,12/23/1949,1300
USGS,5552500,12/24/1949,1010
USGS,5552500,12/25/1949,1010
USGS,5552500,12/26/1949,1300
USGS,5552500,12/27/1949,1300
USGS,5552500,12/28/1949,1300
USGS,5552500,12/29/1949,1050
USGS,5552500,12/30/1949,1010
USGS,5552500,12/31/1949,1050
USGS,5552500,1/1/1950,1580
USGS,5552500,1/2/1950,1980
USGS,5552500,1/3/1950,2570
USGS,5552500,1/4/1950,3240
USGS,5552500,1/5/1950,2090
USGS,5552500,1/6/1950,1880
USGS,5552500,1/7/1950,1300
USGS,5552500,1/8/1950,1130
USGS,5552500,1/9/1950,1300
USGS,5552500,1/10/1950,1390
USGS,5552500,1/11/1950,1210
USGS,5552500,1/12/1950,972
USGS,5552500,1/13/1950,2970
USGS,5552500,1/14/1950,5010
USGS,5552500,1/15/1950,3660
USGS,5552500,1/16/1950,3000
USGS,5552500,1/17/1950,2400
USGS,5552500,1/18/1950,1900
USGS,5552500,1/19/1950,1700
USGS,5552500,1/20/1950,1500
USGS,5552500,1/21/1950,1300
USGS,5552500,1/22/1950,1200
USGS,5552500,1/23/1950,1100
USGS,5552500,1/24/1950,1700
USGS,5552500,1/25/1950,2500
USGS,5552500,1/26/1950,3800
USGS,5552500,1/27/1950,2670
USGS,5552500,1/28/1950,2320
